Labware 2_3,09093,FMCA gain 600,04/29/2019 12:55:48,CLARIOstar
280,10778,26000,15183,26920,4041,19298,26560,17433,1953,14022,6479,8686,13727,20013,30517,11169,12650,2523,21998,15625,16705,18004,37768
328,17144,13953,26132,6728,10507,13095,16723,16843,7996,12250,3511,13031,3384,23182,15462,15118,11584,14825,26502,5067,15694,9849,40461
344,22249,6959,16379,15148,15264,18965,16063,15447,13695,15208,8000,17223,14151,14994,17026,21627,4830,14899,15698,16404,7510,12839,35235
398,14617,12331,26699,10628,7450,20755,19065,1805,8833,6550,17739,12614,10889,3706,10075,6789,11678,12197,17143,4992,17051,13403,37749
313,8676,30698,29258,14066,15396,20587,20049,13666,2961,17234,5138,21819,21107,16453,13948,21222,2281,21338,14717,20162,12061,2876,33495
401,17144,15331,14984,16787,13310,18233,9661,9278,10342,11510,16354,20221,12062,8850,18208,10304,8122,14919,19967,14972,10674,12962,38579
372,7422,6562,20852,23040,14355,23319,30013,6276,16091,16727,17850,26140,13596,13522,12985,14279,18269,20180,10083,11458,24258,5764,39174
417,16484,21339,32206,19099,11008,19435,17934,16393,21851,18843,15666,17177,37430,19611,12018,9447,18485,18651,15392,13870,17035,16209,42124
334,1219,24632,21186,17438,15751,19463,18415,21400,27323,20913,12816,6469,19709,24103,13278,15633,22694,22648,22251,38550,3520,3553,42808
422,27344,13581,13500,2598,27472,18955,20643,15534,8516,9763,18466,3845,37282,20303,21872,15763,22869,14814,32106,5493,16610,10952,39729
380,3545,24245,3354,19677,5528,20930,23942,25852,17270,23535,12019,25315,28843,34317,33830,12801,31182,8249,28153,29762,26861,22479,41346
561,14769,4853,14071,9545,27157,6394,19573,12231,16367,6642,6794,14739,22884,15043,4327,15361,9800,19743,18615,11389,18897,17083,50171
616,22791,30498,36566,36242,31134,38210,39315,36780,39704,38544,42159,45967,37927,53481,53289,55689,46552,52339,53211,50690,51372,53411,47139

Labware 1_4,09096,FMCA gain 600,04/29/2019 13:08:43,CLARIOstar
77,5454,3482,4748,3988,4594,3049,3603,2234,2712,1797,3076,2158,3189,2110,3342,3622,5381,4500,5372,5031,5818,5223,6468
69,626,3625,226,3603,2127,2637,1721,180,1940,1539,150,2949,539,3307,1668,299,363,626,153,2149,1370,2102,6680
62,3181,1520,3953,1517,2035,522,2095,1487,768,180,2070,388,931,213,886,1669,1034,247,2306,4097,2201,2162,7415
52,1109,1529,1013,1368,2263,993,1692,374,4375,3654,1647,858,591,4449,2420,1046,641,493,945,2394,2401,674,7420
58,1348,1831,1411,1634,1933,404,2277,1788,1946,1506,1147,1781,455,732,480,1056,861,471,4455,608,2005,554,7361
60,664,3747,357,3950,1809,1927,1052,525,1033,1391,1670,4558,749,1959,3750,904,2716,1614,102,2190,841,4065,6485
66,716,937,2712,711,1787,2962,1153,1553,781,453,2251,1560,2870,731,856,1048,2145,1448,3796,1867,1100,400,7506
55,4031,1501,730,2320,4475,2380,927,917,871,4440,663,2287,1387,2679,1356,1203,1676,1495,577,2565,898,1165,5619
55,2979,809,1614,3330,2184,2100,5093,711,4742,1068,1363,1029,4907,1367,2110,1693,1835,1228,1045,3576,3902,830,8519
58,2168,1201,1185,1213,2911,1639,978,956,2255,1039,633,3266,4874,2032,472,2013,2207,992,465,2352,1396,2078,7589
55,2025,3548,2401,1872,4839,1468,2791,1335,2636,2043,1298,2277,4942,1717,2775,4362,2676,2207,960,1135,2040,3533,8699
53,712,3355,320,937,1255,1153,4712,2200,3093,920,2875,2535,2429,3090,1079,3221,1816,2717,1012,2920,5148,1270,7767
63,4564,1449,4208,2821,4503,1430,3469,1720,2593,2250,2338,1300,2827,626,3034,4177,2408,581,1609,1412,4977,2778,8195
112,2562,642,1897,630,1112,5583,924,1572,1097,1868,1087,1934,3358,925,576,119,1539,964,2235,1773,3490,4639,7734
73,2479,197,1110,1573,4439,1849,2542,1487,1681,105,381,1823,1542,4210,689,341,1971,515,714,1958,2975,4337,6518
64,5496,6846,5170,7329,7044,7666,7235,8434,9251,6914,7128,8179,7741,9418,8758,9515,8381,8860,8420,10078,9149,9444,8164

Labware 1_4,09096,FMCA gain 800 v2,04/29/2019 13:12:12,CLARIOstar
359,33149,21143,28714,24212,27902,18605,22168,13651,16663,11002,18775,13136,19518,12973,20533,22262,32770,27367,32657,30626,35506,31695,39008
303,3750,22050,1304,21906,12997,16051,10513,1006,11843,9322,827,17981,3222,20151,10206,1742,2097,3717,849,13064,8334,12739,40276
273,19366,9224,24175,9159,12349,3113,12746,9065,4648,1000,12582,2302,5641,1257,5373,10171,6212,1430,14052,24919,13369,13177,44967
231,6764,9316,6130,8327,13748,5898,10246,2175,26617,22308,9971,5128,3490,26969,14619,6272,3775,2961,5675,14517,14587,4031,44530
243,8176,11018,8517,9838,11648,2341,13644,10703,11720,9064,6801,10791,2674,4356,2779,6311,5100,2758,26792,3566,11944,3241,43790
255,3912,22650,2086,23731,10892,11617,6249,3040,6117,8283,10054,27494,4462,11811,22757,5348,16378,9771,509,13164,4975,24419,38761
278,4295,5599,16377,4257,10793,17918,6950,9258,4627,2631,13582,9387,17415,4316,5027,6250,12940,8794,22852,11247,6529,2317,44885
229,24300,9015,4315,13981,27077,14416,5523,5369,5114,26841,3916,13766,8337,16223,8152,7256,10070,8940,3394,15365,5376,6936,33597
224,17988,4789,9770,20054,13172,12645,30644,4204,28683,6373,8165,6133,29612,8212,12625,10161,11057,7358,6187,21719,23593,4980,50553
241,13032,7309,7154,7340,17499,9789,5872,5742,13563,6203,3702,19673,29406,12211,2765,12047,13192,5870,2731,14158,8416,12391,45485
217,12204,21208,14484,11274,28934,8734,16783,8032,15893,12184,7758,13707,29637,10297,16591,26315,16184,13375,5664,6840,12189,21465,52197
248,4206,20198,1841,5557,7471,6889,28219,13177,18563,5483,17200,15167,14573,18552,6530,19424,10938,16397,6028,17546,30858,7557,46670
270,27471,8647,25249,16940,26994,8460,20760,10170,15434,13526,13974,7760,16994,3662,18169,25140,14316,3454,9488,8473,29524,16730,48555
585,15365,3787,11349,3688,6580,33353,5448,9303,6522,11121,6383,11511,20026,5482,3397,605,9120,5645,13236,10636,20925,27823,45977
323,14897,1076,6588,9422,26514,11047,15196,8866,10061,537,2170,10907,9177,25081,4034,2009,11814,3008,4204,11806,17940,25934,38961
291,32906,40770,30749,43641,41828,45430,42933,50151,54826,41133,42258,48427,45921,55639,52055,56397,49749,52374,50145,59783,54463,55601,48432

Labware 2_4,09094,FMCA gain 600,04/29/2019 13:18:23,CLARIOstar
94,6767,5054,6638,5427,7505,5646,7115,5767,6706,6506,7720,6459,7243,5158,6089,4988,6545,4420,4785,4312,5161,3764,3790
75,577,4053,1312,1818,1479,4821,1687,1073,2135,4499,321,1293,1358,1507,277,2710,5265,4350,1895,2113,4702,5091,5509
67,2134,567,3292,1986,657,786,1031,955,2308,1048,2381,580,4881,1275,1685,2637,3033,283,347,403,676,1862,7857
56,2279,566,1252,1071,1364,2512,556,1791,4653,2418,2065,4686,1064,5001,522,2715,1350,628,371,646,417,564,6915
65,2148,1071,591,922,3356,824,954,1748,1591,1733,3126,1369,912,2073,1446,1049,2197,526,5254,643,1528,2925,7965
76,1564,1564,2674,2684,1605,1939,3869,868,4656,916,2097,656,2471,1021,3577,1004,2283,2605,860,2198,2047,422,6918
74,1609,1421,1790,3784,1049,3363,1082,2284,2404,2188,1143,1068,1340,567,1945,1465,965,3142,2297,617,5008,923,7493
62,1253,1336,1996,4507,2795,2190,282,548,4669,4353,673,1566,759,2264,2211,742,689,2721,1481,794,497,4200,6955
81,1012,3522,613,2264,1033,1209,223,998,2819,476,2568,1753,812,1915,1981,3333,114,1572,1006,584,1653,114,8700
66,699,3078,632,1892,2544,1690,2114,2397,1985,2254,1439,710,465,635,4130,423,1075,800,3777,2401,720,4514,7368
61,2209,512,2423,2314,2210,608,2619,1923,3138,1881,2462,4856,2637,4634,3351,1809,1787,3793,2723,1018,833,3212,7912
54,635,670,2309,2057,694,1012,450,3087,962,6067,4996,5829,712,4525,1305,2995,4998,2694,5146,3221,1718,4483,7156
80,1500,2175,1997,1571,4988,3719,818,1310,1892,1536,1943,2862,2634,1706,2762,935,2804,1660,5177,644,3288,1615,8248
65,3463,2379,1119,662,3388,2844,2808,568,2643,523,910,2833,2212,704,2149,5671,5402,711,4918,2618,610,2553,6232
71,1626,235,4491,589,1338,2103,1313,1797,1873,1311,527,954,4488,3839,775,1863,2690,131,562,391,2321,2519,8456
63,7441,8178,7376,7459,8322,7710,7268,7505,5588,5479,4483,5624,8086,8793,7916,9588,9931,8688,7629,9338,7892,8297,7999

Labware 2_4,09094,FMCA gain 800 v2,04/29/2019 13:21:50,CLARIOstar
479,40844,30517,40044,32796,45412,34278,43402,35296,40751,39379,46531,38877,43748,31418,37073,30605,39571,26704,28920,26223,31393,22858,22945
376,3418,24598,7918,11089,8964,29284,10230,6533,12991,27252,1855,7768,8208,9116,1621,16396,31969,26342,11411,12806,28483,30665,33131
314,12948,3393,20013,12017,3919,4711,6169,5733,14041,6356,14369,3410,29598,7680,10159,15878,18226,1614,2008,2355,4012,11243,47008
257,13721,3360,7532,6486,8188,15093,3282,10826,28314,14526,12450,28299,6407,30137,3071,16336,8083,3718,2155,3787,2440,3293,41426
291,12829,6358,3439,5464,20107,4829,5721,10525,9504,10424,18748,8185,5377,12448,8585,6169,13106,3073,31517,3757,9096,17518,47586
354,9320,9316,16034,16025,9529,11593,23146,5184,27837,5422,12588,3874,14823,6045,21470,5956,13666,15701,5072,13002,12269,2473,41611
342,9597,8432,10635,22836,6276,20300,6462,13649,14482,13074,6803,6360,8024,3332,11764,8837,5740,19034,13842,3633,30345,5507,44947
266,7359,7945,11950,27026,16830,13173,1593,3213,28039,26314,4015,9388,4520,13594,13304,4327,4030,16381,8912,4660,2914,25383,41916
370,6002,21083,3659,13648,6150,7247,1251,5946,16958,2832,15454,10519,4837,11510,11857,20114,591,9507,6024,3460,9838,595,51920
295,4117,18429,3704,11301,15269,10157,12679,14426,11932,13474,8689,4214,2752,3770,24755,2508,6391,4789,22895,14486,4243,27290,44224
251,13200,2980,14510,13832,13302,3556,15779,11553,18880,11316,14775,29223,15823,27859,20151,10841,10700,22888,16373,6083,4896,19428,47278
250,3728,3961,13845,12292,4053,6041,2684,18470,5803,36320,30026,34610,4273,27328,7850,17955,29940,16054,30961,19125,10275,27055,42877
376,8827,12923,11835,9392,29914,22290,4796,7734,11139,9109,11372,17048,15614,10114,16393,5580,16785,9900,30556,3792,19498,9582,49176
294,20521,14208,6563,3839,20182,16844,16774,3280,15706,2995,5259,16735,13256,4070,12767,33867,32281,4114,29174,15452,3514,15192,37158
323,9611,1271,26779,3413,7911,12519,7759,10714,11048,7819,3047,5571,26739,22846,4512,11128,16020,667,3263,2257,13943,14955,50016
264,43973,48310,43656,44240,49377,45515,43011,44480,33275,32589,26592,33277,48009,52133,46813,56604,58537,51294,45001,55196,46670,48868,47345

Labware 1_5,09095,FMCA gain 600,04/29/2019 13:30:25,CLARIOstar
72,6028,4549,4931,3450,3743,3343,3334,1645,3220,2387,2238,1214,2114,1506,1544,1226,1519,1362,1115,957,1384,1850,3370
61,2749,965,548,2341,162,2335,1188,986,1290,1166,805,977,547,1556,541,211,147,407,823,537,122,1533,5608
59,382,2189,2709,2066,289,2000,776,2091,1701,580,3263,1460,1934,1344,256,790,130,2196,1445,1113,3164,703,6213
68,2224,2071,2929,3766,2375,2435,2962,1039,2074,364,3783,2124,1723,380,2023,2174,2532,225,1725,809,3215,969,6674
62,2066,1796,986,2029,1280,1703,2003,460,468,1496,933,2290,1693,1897,1698,1633,781,1635,2239,2337,2728,3030,6144
66,1879,1922,2604,3034,2744,733,1022,4242,1908,2576,3754,698,137,398,941,2705,1843,1104,520,3627,2122,2204,5742
67,2595,1677,2008,825,1024,849,565,1804,4233,2414,2108,1670,1081,555,1042,513,2056,2379,3741,1761,1252,2018,6229
59,454,4299,1613,1314,2806,2982,1609,2588,3421,2949,1279,4276,2322,968,2130,434,2534,618,1891,4760,470,4339,8149
59,3016,1198,2595,1716,2574,2286,2575,1247,3090,2521,3328,1432,4552,3602,4364,1672,2638,2007,830,589,2393,1611,7883
55,2530,1015,642,2464,3177,2908,5210,807,2232,2776,3133,4733,1756,501,3739,2371,3882,1729,3174,4364,3696,3051,8426
55,2358,3934,1165,528,3891,2067,2862,2464,3775,1661,3144,4308,2444,2975,3546,1868,3887,2964,3756,2408,5094,4454,8999
61,729,5313,3314,1406,2107,2599,3235,3250,1660,3327,2011,5301,635,3667,3574,3439,2888,2560,5777,2752,2677,1071,9011
64,1864,1348,2677,1582,2596,3404,1887,1239,1965,1536,1848,3886,1164,2457,2621,1929,1571,2186,1598,3646,3125,855,9096
66,2003,3916,968,2521,2144,3079,3054,2677,1127,2390,729,2886,1158,3258,3266,2935,2982,1473,3510,1244,2692,2713,8690
64,2467,1904,4425,119,3521,2172,3012,1160,2990,907,1180,973,1359,2828,3559,1861,5400,4254,1186,3150,3427,2396,9729
68,5665,7183,7627,7610,7132,8543,9036,8482,7780,7785,7469,8518,7586,9285,8374,9136,8042,8658,8668,8865,8095,8044,9095

Labware 1_5,09095,FMCA gain 800 v2,04/29/2019 13:33:52,CLARIOstar
344,36799,27644,29995,20990,22904,20462,20471,10062,19806,14686,13770,7423,13006,9243,9484,7516,9302,8366,6840,5847,8487,11377,20573
304,16694,5861,3220,14231,881,14256,7191,5977,7879,7087,4914,5955,3252,9504,3278,1210,812,2410,4968,3196,666,9331,33903
268,2227,13343,16523,12552,1693,12170,4679,12783,10336,3507,19881,8883,11759,8171,1476,4763,730,13392,8771,6722,19243,4198,37551
280,13497,12597,17881,22998,14335,14807,18078,6300,12647,2148,22999,12918,10503,2260,12186,13219,15357,1279,10512,4865,19532,5847,40445
251,12540,10803,5938,12227,7592,10209,12100,2715,2748,9008,5601,13888,10244,11471,10238,9844,4549,9890,13468,14149,16493,18241,37013
286,11305,11615,15778,18239,16421,4308,6101,25623,11575,15557,22721,4181,709,2331,5624,16290,11078,6523,3088,21902,12817,13327,34645
303,15699,10065,12041,4881,6028,5111,3289,10844,25546,14624,12804,10073,6415,3243,6217,3034,12435,14250,22724,10648,7416,12190,37617
259,2630,25988,9578,7809,16871,17982,9597,15621,20656,17853,7576,25791,14028,5673,12862,2549,15252,3606,11378,28561,2721,26221,48589
248,18250,7139,15642,10352,15603,13840,15491,7532,18777,15232,20020,8625,27462,21741,26329,10034,15867,12183,4880,3441,14534,9566,47380
252,15235,5995,3800,14845,19127,17494,31376,4767,13467,16807,18811,28412,10644,2936,22674,14329,23472,10452,19171,26407,22346,18313,50604
222,14281,23859,7045,3127,23422,12521,17377,14814,22658,9983,19009,25934,14656,18000,21339,11238,23321,17978,22609,14514,30621,26842,54045
265,4331,31942,19952,8337,12613,15503,19512,19449,9951,20071,12022,31814,3710,22069,21353,20624,17390,15434,34805,16600,16203,6278,53848
283,11122,7945,16065,9422,15410,20454,11199,7272,11714,9209,10853,23223,6839,14694,15674,11508,9343,13228,9409,21855,18697,4969,53702
287,11933,23406,5707,14973,12781,18333,18207,15997,6554,14152,4233,17272,6775,19408,19446,17473,17773,8651,20874,7243,16071,16262,51684
284,14767,11375,26548,610,21115,13058,18041,6838,17803,5333,6922,5696,8020,16872,21200,11081,32232,25182,6999,18942,20563,14259,57943
294,33772,42803,45515,45356,42399,50687,53612,50337,46163,46174,44454,50414,45131,55214,49794,54080,47694,51287,51462,52603,47923,47375,53531

Labware 1_1,09097,FMCA gain 600,05/03/2019 11:29:05,CLARIOstar
84,5121,4247,5310,5159,6180,3072,4872,4186,4581,5066,7323,5801,7495,4759,6370,5966,7397,4672,4210,4573,4835,2170,2280
87,4217,3459,3670,4185,4609,1317,4798,4397,4770,4684,4568,2403,1244,2533,1604,388,2048,2635,849,429,2566,2638,3063
53,4481,4363,4228,4178,4106,1124,4600,4583,2000,3798,1037,4485,5719,4114,5810,4020,5213,4121,5368,4573,5247,2979,4781
60,937,5088,1193,1758,2570,3756,4843,4044,4959,5261,5146,4390,3224,4288,113,4515,2115,5663,5097,4988,7059,5943,4775
69,5731,500,4177,2074,5903,3440,4998,4084,4206,3491,2584,4297,4644,4794,1600,1656,3745,4984,5165,1858,1650,589,5330
61,4932,675,5235,4196,5891,6487,5195,4738,2832,727,2643,3836,3127,5499,4112,5308,5891,6080,5712,5423,6137,2500,5684
60,621,1220,5789,4680,1410,1766,5725,1398,2182,1880,4058,4827,6301,2001,5673,3624,2304,3492,1957,2973,1307,2836,4677
63,5718,5945,653,1237,3810,1398,5288,5700,1358,6532,837,6428,3690,3830,2028,2120,4769,1873,3551,3015,1787,4209,4718
80,4669,615,5501,3732,3751,492,5918,423,1070,1128,2967,1690,472,1968,1803,545,1461,1698,4175,1512,2753,1420,4835
68,1122,2640,940,2708,4218,4415,3755,2191,1681,1877,1410,4882,1577,3942,1440,4126,4724,2382,2889,3237,4184,1529,4848
70,2364,1994,1802,3137,2366,2166,374,2230,2594,1575,287,4102,2542,1376,4679,1889,1434,1006,4053,668,1320,1738,5334
70,154,2016,1940,1494,2771,1628,2565,3794,1206,2803,1896,2228,3135,2408,2761,2989,274,1927,1222,3413,2330,3123,5730
82,3347,1109,4169,2021,2974,1341,730,1963,1706,2275,2389,2505,2312,1745,4440,1254,1955,2333,2897,2246,2915,1218,5510
101,1930,256,573,4185,4443,3892,2589,2510,1268,614,939,1742,4605,1810,1188,1287,2392,1928,2229,2149,2453,1504,6093
205,293,730,1994,1582,184,849,2317,399,1471,1662,1852,1971,1521,778,2282,1820,3672,691,955,2407,1718,481,6614
102,2762,4293,3654,4577,4645,4889,3959,4967,5042,5752,5792,6291,7515,8401,4901,8158,8998,8716,8445,9799,7458,8501,5552

Labware 1_1,09097,FMCA gain 800 v2,05/03/2019 11:32:31,CLARIOstar
413,31810,26514,32888,32051,38088,18933,30298,26021,28311,31137,44729,35647,45937,29401,39279,36720,45116,28894,25880,28318,29758,13368,14078
408,25640,21112,22459,25414,28199,8004,29458,26794,29072,28441,27904,14760,7712,15534,9873,2305,12586,16114,5188,2555,15777,16267,18860
227,27375,26652,25764,25675,25093,6824,28297,28190,12159,23493,6228,27503,34845,25281,35727,24851,32069,25271,32895,27896,32071,18295,29282
247,5655,31152,7157,10696,15800,23000,29558,24751,30460,32218,31580,26802,19772,26366,596,27682,12926,34621,31545,30342,43038,36333,29158
296,34616,2915,25245,12368,35559,20715,30166,24832,25394,21017,15636,26046,27929,28899,9532,9952,22449,30328,31549,11187,9799,3420,32442
246,29694,3966,31926,25155,35627,39143,31302,28677,17113,4294,16002,23241,18961,33228,24789,32056,35623,36707,34556,32641,37095,15101,34565
249,3679,7356,35077,28589,8470,10586,34697,8341,13106,11221,24700,29254,38233,11926,34380,22086,13924,21236,11890,18206,7882,17225,28412
275,34436,36008,3902,7450,23112,8389,31995,34283,8185,39251,5003,38875,22176,23089,12217,12787,29165,11168,21348,18152,10780,25470,28658
381,28152,3692,33174,22681,22742,2947,35706,2518,6399,6774,17985,10190,2798,11851,10910,3249,8791,10241,25301,9123,16633,8557,29268
318,6703,15980,5624,16424,25438,26634,22803,13207,10217,11394,8460,29456,9471,23770,8688,24898,28710,14338,17463,19511,25279,9223,29385
305,14334,11976,10875,18927,14264,12993,2184,13535,15639,9397,1653,24696,15293,8240,28292,11374,8646,5998,24413,3970,7951,10461,32081
320,822,12161,11660,9006,16703,9744,15347,22800,7192,16950,11381,13404,18917,14503,16572,18107,1541,11533,7352,20576,14078,18836,34534
398,20173,6649,25098,12158,17955,8000,4277,11840,10340,13580,14263,14928,13905,10544,26775,7439,11711,14029,17453,13591,17601,7250,33002
515,11626,1433,3350,25125,26742,23217,15434,15100,7584,3607,5516,10397,27576,10753,7002,7610,14296,11455,13397,12923,14701,8957,36497
1154,1673,4315,11909,9451,1005,5037,13892,2348,8751,9921,11019,11814,9117,4550,13615,10917,22208,4054,5576,14412,10200,2802,39805
527,16579,25812,21814,27204,27815,29398,23616,29668,30072,34351,34415,37572,44623,49861,29153,48576,53515,51762,50099,58142,44067,50748,33493

Labware 1_2,09098,FMCA gain 600,05/03/2019 11:49:06,CLARIOstar
65,5805,4883,7113,5775,7528,5716,6134,4652,5959,5790,7347,4867,7505,5135,6882,5079,7276,5497,6451,5035,6241,4393,3618
81,276,1556,3723,2305,665,516,2035,363,1272,4745,2538,1770,223,674,938,4478,1405,916,4614,1819,955,372,4893
59,4195,1485,761,1159,923,1977,2459,423,1571,1424,622,2956,4510,730,1632,1861,4749,395,617,360,1689,329,6704
53,1323,631,1464,2837,417,1943,632,1702,565,2084,1990,2639,3164,3310,552,1673,1760,2999,2598,1023,2282,795,7333
60,658,591,1490,1103,958,1770,1722,1260,1845,2396,620,2739,4513,1439,3877,454,665,1499,548,341,4477,1680,5239
60,1426,1779,745,1691,312,1785,743,434,1677,4791,1807,1275,1629,679,1795,1592,542,455,423,1489,1277,1524,8051
68,2921,1006,822,904,494,1738,571,331,510,1347,773,410,1820,2340,2248,291,2072,559,479,2892,1332,1992,7181
67,979,527,2067,1610,1361,4201,1613,1514,3476,1676,2026,4716,1534,512,1008,389,3805,1085,1887,1923,598,2470,7116
67,1906,1097,2788,2944,4487,775,682,614,1482,3194,199,987,2593,1078,2253,835,4567,3240,1507,1488,1839,1243,7625
71,341,616,671,924,2614,722,1369,3845,1495,1490,2597,2189,3838,5106,1289,1338,182,2075,1582,1437,441,197,6970
61,734,647,2037,1931,888,4024,1201,3670,2302,713,2364,211,2139,1361,2777,3608,4630,3536,433,406,842,1402,7907
60,295,685,1800,1687,415,1496,1235,2224,1673,2557,5112,432,238,581,2505,540,2471,2044,576,2870,354,2038,9228
66,401,358,4251,958,4778,755,1545,254,429,3575,273,1291,394,1028,1833,786,2181,3521,4183,1209,5117,2533,7042
72,1454,747,1566,1436,898,1716,473,363,224,397,2128,1923,354,1829,715,847,4174,2834,1967,5013,1719,2488,7901
63,2714,503,1321,2163,521,1572,268,1530,3069,2445,577,908,4140,230,261,280,916,3822,402,639,383,1147,8562
61,7114,7787,7688,8121,5902,7557,6384,5268,3156,3112,3267,3963,3745,6228,6683,6593,6038,7102,7871,7627,7014,7098,6947

Labware 1_2,09098,FMCA gain 800 v2,05/03/2019 11:52:32,CLARIOstar
304,35519,30299,43495,35426,45792,34739,38095,28967,36688,35446,44608,29941,46088,31602,42266,31268,44653,33664,39685,31021,38384,26883,22058
390,1615,9619,22989,14155,4000,3122,12465,2123,7736,28839,15459,10829,1276,4030,5701,27498,8541,5594,28173,11129,5713,2254,29868
265,25883,9102,4634,7134,5752,12162,15217,2535,9662,8823,3728,18220,27717,4432,10092,11468,29177,2382,3702,2117,10344,1927,40882
239,8101,3838,9010,17541,2475,11868,3882,10455,3447,12813,12221,16253,19501,20239,3384,10280,10830,18296,16096,6199,13906,4815,44484
268,3933,3472,8953,6599,5688,10665,10433,7617,11037,14493,3674,16627,27229,8621,23578,2664,3994,9021,3258,1991,27074,10113,31426
239,8628,10718,4452,10211,1803,10748,4427,2544,10154,28981,10926,7712,9872,4079,10836,9708,3122,2675,2475,8990,7686,9066,48488
295,17817,6087,4925,5417,2931,10436,3348,1910,3034,8077,4629,2399,11010,14314,13655,1672,12718,3342,2843,17785,8181,12136,43709
302,5882,3146,12647,9842,8279,25589,9768,9153,21137,10050,12282,28639,9261,3032,6041,2298,23115,6524,11405,11697,3602,15000,43429
305,11431,6634,16963,17905,27310,4641,4079,3638,9041,19308,1082,5959,15715,6521,13693,5037,27883,19841,9129,8987,11150,7478,46124
338,1987,3713,3994,5659,15817,4321,8303,23398,9078,8960,15749,13189,23264,30853,7790,8097,1014,12573,9614,8683,2633,1111,42556
275,4351,3806,12394,11682,5285,24342,7272,22157,13980,4218,14305,1175,13023,8295,16983,21942,28201,21412,2604,2411,5130,8454,46815
254,1693,4123,10928,10138,2453,9023,7329,13476,10127,15496,30886,2556,1361,3428,15185,3204,14887,12309,3448,17445,2101,12259,55742
297,2352,2068,25829,5799,28826,4499,9228,1422,2552,21455,1537,7726,2307,6122,11092,4670,13156,21404,25151,7309,30904,15296,42641
335,8767,4430,9408,8581,5292,10226,2748,2078,1258,2343,12707,11433,1980,10990,4185,5001,25042,17087,11779,30179,10351,15042,47526
281,16289,2886,7854,12872,2988,9319,1499,9065,18369,14586,3312,5399,24844,1264,1444,1549,5319,22783,2272,3681,2154,6782,50901
243,42346,46447,45656,48136,35067,44965,38085,31477,18899,18610,19619,23676,22435,37192,39773,39354,36094,42235,46952,45316,41519,42411,41339

Labware 1_3,09099,FMCA gain 600,05/03/2019 12:13:48,CLARIOstar
98,5708,4732,6026,5223,7124,4269,5654,4413,5260,3643,5265,3637,3889,2592,3289,2510,3155,2055,2492,2580,3296,2558,4244
77,1031,1876,883,1929,1281,2800,1824,3936,3699,996,2162,1758,2169,2463,1888,2952,1253,386,2491,2085,195,733,4941
63,1371,221,2359,1129,2122,2718,662,1200,2621,1348,1829,1922,3397,1055,2384,1842,1953,288,1687,413,682,441,7329
